Fonts & Materials/ARIAL SDF	
"Our staff are getting tired, but they don't have a staff room to go to."	우리 직원들은 피곤해졌지만 갈 직원 실이 없습니다.
"Some of our staff are unsatisfied with their pay, you should consider giving them a raise. Take a look at Pay Review in our Staff list."	우리 직원 중 일부는 급여에 만족하지 않습니다. 인상을주는 것을 고려해야합니다. 직원 목록에서 급여 검토를 살펴보십시오.
"<style=""AdvisorHighlight"">{[NAME]}</style> has been promoted from <style=""AdvisorHighlight"">{[OLDTITLE]}</style> to <style=""AdvisorHighlight"">{[NEWTITLE]}</style>"	"<style = ""AdvisorHighlight""> {[NAME]} </ style>이 (가) <style = ""AdvisorHighlight""> {[OLDTITLE]} </ style>에서 <style = ""AdvisorHighlight""> {[NEWTITLE]} <(으)로 승격되었습니다. / 스타일>"
Quite a few of our staff are ready for promotion. Make sure you pay them some attention or they will feel ignored.	상당수의 직원이 승진 할 준비가되어 있습니다. 그들에게 약간의 관심을 기울이지 않으면 무시 당하게 될 것입니다.
Quite a few of our staff have free training slots. Maximise their potential by training them up in a Training Room.	상당수의 직원이 무료 교육 슬롯을 가지고 있습니다. 훈련실에서 훈련하여 잠재력을 극대화하십시오.
Quite a few of our staff have free training slots. You need to build a Training Room to maximise their potential!	상당수의 직원이 무료 교육 슬롯을 가지고 있습니다. 잠재력을 극대화하려면 훈련실을 만들어야합니다!
"<style=""AdvisorHighlight"">{[STAFF]}</style> is very unhappy and threatening to leave. Their top complaints include: <style=""AdvisorHighlight"">{[COMPLAINTS]}</style>."	"<style = ""AdvisorHighlight""> {[STAFF]} </ style>는 매우 불행하고 떠나겠다고 위협합니다. 주요 불만 사항은 다음과 같습니다. <style = ""AdvisorHighlight""> {[COMPLAINTS]} </ style>."
"<style=""AdvisorHighlight"">{[STAFF]}</style> has resigned! Their top complaints include: <style=""AdvisorHighlight"">{[COMPLAINTS]}</style>. We need to keep the rest of our staff happy."	"<style = ""AdvisorHighlight""> {[STAFF]} </ style>가 사임했습니다! 주요 불만 사항은 다음과 같습니다. <style = ""AdvisorHighlight""> {[COMPLAINTS]} </ style>. 나머지 직원들을 행복하게 유지해야합니다."
"Our <style=""AdvisorHighlight"">{[ROOM]}</style> needs a <style=""AdvisorHighlight"">{[STAFF]}</style>. Go to the Hire menu to get one."	"<style = ""AdvisorHighlight""> {[ROOM]} </ style>에는 <style = ""AdvisorHighlight""> {[STAFF]} </ style>가 필요합니다. 하나를 얻으려면 고용 메뉴로 이동하십시오."
"We might have too many assistants, several are currently idle."	어시스턴트가 너무 많을 수 있으며 현재 일부는 유휴 상태입니다.
"We might have too many doctors, several are currently idle."	"의사가 너무 많을 수도 있고, 현재 일부는 유휴 상태입니다."
"We might have too many janitors, several are currently idle."	관리인이 너무 많을 수 있으며 현재 일부는 유휴 상태입니다.
"We might have too many nurses, several are currently idle."	"간호사가 너무 많을 수도 있고, 현재 일부는 유휴 상태입니다."
This part of the county is quite cold. We'll need to put down some radiators to keep people warm.	카운티의이 부분은 꽤 춥습니다. 사람들을 따뜻하게 유지하려면 라디에이터를 내려 놓아야합니다.
This part of the county is quite hot. We'll need to put down some air-conditioning units to keep people comfortable.	카운티의이 부분은 꽤 덥습니다. 사람들이 편안하게 지낼 수 있도록 에어컨을 설치해야합니다.
"Did You Know: If a machine isn't maintained properly, it can catch fire. A Janitor will then have to find a fire extinguisher to put out the fire, otherwise the machine may explode!"	알고 계십니까 : 기계가 제대로 유지 보수되지 않으면 화재가 발생할 수 있습니다. 청소부는 소화기를 찾아 불을 꺼야합니다. 그렇지 않으면 기계가 폭발 할 수 있습니다!
Did You Know: You can make the hospital more attractive by placing plants and decorative items. This helps keep staff and patients happy.	알고 계십니까 : 식물과 장식물을 배치하여 병원을 더욱 매력적으로 만들 수 있습니다. 이는 직원과 환자를 행복하게 유지하는 데 도움이됩니다.
"Did You Know: If hygiene levels are low, the health of patients will deteriorate faster. Keep the hospital as clean as possible, make sure toilets have sinks, and place hand sanitiser dispensers."	"알고 계십니까 : 위생 수준이 낮 으면 환자의 건강이 더 빨리 악화됩니다. 병원을 가능한 한 깨끗하게 유지하고, 화장실에 싱크대가 있는지 확인하고, 손 소독제 디스펜서를 놓습니다."
"Did You Know: You can adjust hospital policy in the overview screen. Set diagnosis and treatment policy, and staff guidelines, to run the hospital your way."	알고 계십니까 : 개요 화면에서 병원 정책을 조정할 수 있습니다. 병원을 운영 할 수 있도록 진단 및 치료 정책과 직원 지침을 설정하십시오.
"Did You Know: You can view a list of discovered illnesses in the characters tab, in the bottom left. Use this to check cure rates and reputation with each illness."	알고 계십니까 : 왼쪽 하단의 문자 탭에서 발견 된 질병 목록을 볼 수 있습니다. 이를 사용하여 각 질병의 치료율과 평판을 확인하십시오.
Did You Know: You can create a copy of an item by holding the Left Control key and clicking on an item in the hospital.	알고 계십니까 : 왼쪽 Control 키를 누른 상태에서 병원에서 항목을 클릭하여 항목의 사본을 만들 수 있습니다.
"Did You Know: When holding an item, you can freely place it at any angle and position by holding the {[Menu/InputActions/DisableSnap]} key."	알고 계십니까 : 항목을 들고있을 때 {[Menu / InputActions / DisableSnap]} 키를 눌러 원하는 각도와 위치에 자유롭게 배치 할 수 있습니다.
Did You Know: You can pick up an item by hovering over it and holding down the Left Mouse Button. Or click-and-drag to quickly pick it up.	알고 계십니까 : 항목 위에 마우스를 올려 놓고 마우스 왼쪽 버튼을 길게 눌러 항목을 선택할 수 있습니다. 또는 클릭하고 드래그하여 빠르게 선택하세요.
Did You Know: You can rotate a held item by holding down the Left Mouse Button and dragging left/right. Or use the {[Menu/InputActions/RotateItemClockwise]} and {[Menu/InputActions/RotateItemAntiClockwise]} keys.	알고 계십니까 : 마우스 왼쪽 버튼을 누른 상태에서 왼쪽 / 오른쪽으로 드래그하여 고정 된 항목을 회전 할 수 있습니다. 또는 {[Menu / InputActions / RotateItemClockwise]} 및 {[Menu / InputActions / RotateItemAntiClockwise]} 키를 사용합니다.
"Did You Know: In the items list, you can view items by category using the 'Filter' button at the top of the menu."	알고 계십니까 : 항목 목록에서 메뉴 상단의 '필터'버튼을 사용하여 카테고리별로 항목을 볼 수 있습니다.
"Did You Know: Earn Kudosh for our organisation by increasing the Star ratings of our hospitals, and completing other challenges. Use it to unlock new items."	알고 계셨습니까? 병원의 별점을 높이고 다른 도전 과제를 완료하여 조직을 위해 Kudosh를 획득하십시오. 그것을 사용하여 새 항목을 잠금 해제하십시오.
"Did You Know: You can take out loans in the finance tab, if you need some extra cash."	알고 계십니까 : 추가 현금이 필요한 경우 금융 탭에서 대출을받을 수 있습니다.
Did You Know: You can return to any hospital within our organisation using the map. All of the rooms and items we've unlocked will be available.	알고 계십니까 :지도를 사용하여 저희 조직 내의 모든 병원으로 돌아갈 수 있습니다. 잠금 해제 한 모든 방과 아이템을 사용할 수 있습니다.
"Did You Know: We can compete with other hospitals in the area, and earn more rewards, by taking part in <style=""AdvisorHighlight"">Organisation Challenges</style>. View available challenges by clicking on the tab in the top-right."	"알고 계십니까 : <style = ""AdvisorHighlight""> 조직 과제 </ style>에 참여하면 해당 지역의 다른 병원과 경쟁하고 더 많은 보상을받을 수 있습니다. 오른쪽 상단의 탭을 클릭하여 사용 가능한 도전을 확인합니다."
Did You Know: Patients become bored over time. Place interesting items around waiting areas to keep them entertained and happy.	알고 계십니까 : 환자는 시간이 지남에 따라 지루해집니다. 대기 장소 주변에 흥미로운 물건을 놓아 즐겁게 지내십시오.
Did You Know: Patients and staff become hungry over time. Provide snacks around the hospital to keep them happy.	알고 계십니까 : 환자와 직원은 시간이 지남에 따라 배가 고파집니다. 병원 주변에 간식을 제공하여 환자를 행복하게합니다.
Did You Know: Patients and staff become thirsty over time. Provide drinks around the hospital to keep them happy.	알고 계십니까 : 환자와 직원은 시간이 지남에 따라 목이 마르게됩니다. 병원 주변에 음료수를 제공하여 환자를 행복하게합니다.
"Did You Know: Patients and staff will want access to toilets, especially after eating or drinking. Ensure we have enough toilets to avoid accidents??"	알고 계십니까 : 환자와 직원은 특히 식사 또는 음주 후에 화장실에 접근하기를 원할 것입니다. 사고를 피할 수있는 충분한 화장실이 있는지 확인하십시오…
"Did You Know: You can access the hospital overview screen in the finance tab. Use this to analyse the hospital finances, staff, patients, awards and more."	"알고 계십니까 : 재무 탭에서 병원 개요 화면에 액세스 할 수 있습니다. 이를 사용하여 병원 재정, 직원, 환자, 상금 등을 분석합니다."
"Did You Know: You can view a list of all patients in the characters tab. Use the patient list to monitor their diagnosis, treatment, happiness and health."	"알고 계셨습니까? : 문자 탭에서 모든 환자 목록을 볼 수 있습니다. 환자 목록을 사용하여 진단, 치료, 행복 및 건강을 모니터링하십시오."
Did You Know: We can construct new hospital buildings to give us more space to expand. Hover over plots of land nearby to see what's for sale.	알고 계셨습니까? 우리는 확장 할 공간을 더 많이 제공하기 위해 새로운 병원 건물을 지을 수 있습니다. 판매 할 물건을 보려면 근처의 토지에 마우스를 가져 가세요.
"Did You Know: You can adjust the prices we charge in the finance tab. Increase or reduce prices for diagnosis, treatment, and other revenue sources."	"알고 계십니까 : 재무 탭에서 청구하는 가격을 조정할 수 있습니다. 진단, 치료 및 기타 수익원에 대한 가격을 높이거나 낮 춥니 다."
"Did You Know: You can move a patient up or down the queue for a room using the patient info panel, or the queue tab in the room info panel. Prioritise patients based on health, happiness, or potential income."	"알고 계십니까 : 환자 정보 패널 또는 병실 정보 패널의 대기열 탭을 사용하여 환자를 병실의 대기열에서 위 또는 아래로 이동할 수 있습니다. 건강, 행복 또는 잠재적 소득을 기준으로 환자의 우선 순위를 지정합니다."
Did You Know: Hover over a room to see the people queueing for it - each person's queue position appears above them. Keep an eye out for long queues.	알고 계 셨나요? 방 위로 마우스를 가져 가서 대기열에있는 사람들을 확인하세요. 각 사람의 대기열 위치가 그 위에 나타납니다. 긴 줄을 주시하십시오.
"Did You Know: Build larger rooms and fill them with interesting items to increase their prestige. Staff working there will be happier, and patients visiting will become happier too."	"알고 계셨습니까? : 더 큰 방을 짓고 흥미로운 아이템으로 채우면 명성을 높일 수 있습니다. 그곳에서 일하는 직원들은 더 행복해질 것이고, 방문하는 환자들도 더 행복해질 것입니다."
